disease_name,disease_counts
Vascular Fistula,0
Accelerated Idioventricular Rhythm,0
Torsades de Pointes,2
Lentivirus Infections,415
Feline Acquired Immunodeficiency Syndrome,0
Visna,0
Murine Acquired Immunodeficiency Syndrome,15
Postpoliomyelitis Syndrome,0
AIDS-Associated Nephropathy,7
Milk Hypersensitivity,0
Alveolar Bone Loss,11
Smear Layer,6
Tooth Loss,9
"Lymphoma, B-Cell",595
"Lymphoma, T-Cell",154
"Lymphoma, Large-Cell, Immunoblastic",1
"Lymphoma, Large B-Cell, Diffuse",239
"Lymphoma, T-Cell, Cutaneous",57
"Lymphoma, T-Cell, Peripheral",21
Prosthesis-Related Infections,1
Granuloma Annulare,0
Sweet Syndrome,0
Lysosomal Storage Diseases,112
Fungemia,2
Bacteremia,22
Ovarian Hyperstimulation Syndrome,2
Motor Neuron Disease,149
Helicobacter Infections,40
"Lymphoma, AIDS-Related",8
"Head Injuries, Closed",6
Peripheral Vascular Diseases,13
"Pemphigus, Benign Familial",1
Corneal Neovascularization,67
Severe Combined Immunodeficiency,12
Ankle Injuries,1
Neurofibromatosis 2,26
Foot Ulcer,9
Mucopolysaccharidosis II,2
"Cardiac Output, High",0
Bronchial Hyperreactivity,2
"Gangliosidosis, GM1",2
Mucopolysaccharidosis VII,0
Central Nervous System Neoplasms,1264
Choroid Plexus Neoplasms,11
"Purpura, Thrombocytopenic, Idiopathic",11
Blepharophimosis,0
Hidradenitis,5
"Leukemia, Feline",0
Enzootic Bovine Leukosis,1
"Vaginosis, Bacterial",2
Granular Cell Tumor,0
Needlestick Injuries,0
Eosinophilia-Myalgia Syndrome,1
Thyroid Nodule,7
"Neoplasms, Second Primary",282
Critical Illness,0
"Diabetes, Gestational",18
"Encephalopathy, Bovine Spongiform",1
Primary Ovarian Insufficiency,7
Cerebral Amyloid Angiopathy,1
Psoas Abscess,0
Zenker Diverticulum,0
Herpes Zoster Oticus,0
"Still's Disease, Adult-Onset",1
Yin Deficiency,0
Yang Deficiency,0
Proteus Syndrome,0
Pneumocystis Infections,0
"Empyema, Pleural",0
"Plasma Cell Granuloma, Pulmonary",2
Orbital Pseudotumor,2
Erythema Infectiosum,2
Antiphospholipid Syndrome,9
Alagille Syndrome,6
Stiff-Person Syndrome,5
Hepatitis E,37
"Death, Sudden, Cardiac",1
Feline Infectious Peritonitis,0
Caroli Disease,0
Embolism and Thrombosis,56
Ciliophora Infections,0
"Leishmaniasis, Cutaneous",12
"Leishmaniasis, Diffuse Cutaneous",2
Blastocystis Infections,0
"Malaria, Falciparum",29
"Malaria, Cerebral",5
"Malaria, Vivax",6
"Toxoplasmosis, Cerebral",0
"Keratitis, Herpetic",1
Hypocapnia,0
"Tuberculoma, Intracranial",0
Bacillaceae Infections,6
Li-Fraumeni Syndrome,9
Bacteroidaceae Infections,7
Serratia Infections,0
Ureaplasma Infections,0
Neisseriaceae Infections,3
Pasteurellaceae Infections,8
Ehrlichiosis,1
POEMS Syndrome,0
Microsporidiosis,0
Diabetic Ketoacidosis,1
"Polyendocrinopathies, Autoimmune",7
Angiodysplasia,1
Endometrial Neoplasms,131
Encephalitozoonosis,0
"Polycystic Kidney, Autosomal Dominant",7
Carotid Stenosis,6
Gram-Negative Bacterial Infections,219
Gram-Positive Bacterial Infections,378
"Joint Deformities, Acquired",0
"Angiomatosis, Bacillary",0
"Arthritis, Reactive",1
"Meningitis, Cryptococcal",0
"Meningitis, Bacterial",96
"Meningitis, Fungal",0
Tooth Demineralization,37
"Epilepsy, Complex Partial",30
"Epilepsy, Frontal Lobe",0
Epilepsia Partialis Continua,0
"Phenylketonuria, Maternal",4
Chalazion,1
"Polycystic Kidney, Autosomal Recessive",0
Common Variable Immunodeficiency,14
alpha-Thalassemia,7
beta-Thalassemia,11
AIDS-Related Opportunistic Infections,1
"Colitis, Ischemic",0
"Porphyria, Erythropoietic",5
Liver Failure,41
"Porphyrias, Hepatic",17
Prion Diseases,23
IgA Deficiency,0
IgG Deficiency,2
"Akathisia, Drug-Induced",0
"Liver Failure, Acute",21
Low Back Pain,0
"Porphyria, Acute Intermittent",12
Porphyria Cutanea Tarda,2
"Porphyria, Hepatoerythropoietic",0
Anisakiasis,0
"Neoplasms, Post-Traumatic",2
"Tachycardia, Ventricular",2
Adenophorea Infections,4
Enoplida Infections,4
Secernentea Infections,10
Ascaridida Infections,0
"Skin Diseases, Bacterial",5
"Skin Diseases, Viral",50
Oxyurida Infections,0
Rhabditida Infections,0
Myocardial Ischemia,223
Angelman Syndrome,73
Spirurida Infections,9
Strongylida Infections,1
Root Caries,0
Gastric Outlet Obstruction,0
Toxascariasis,0
Enterobiasis,0
Mitochondrial Encephalomyopathies,9
Mitochondrial Myopathies,18
MELAS Syndrome,7
MERRF Syndrome,1
"Ophthalmoplegia, Chronic Progressive External",6
Caliciviridae Infections,0
Neurofibromatoses,51
Leukemic Infiltration,2
Craniomandibular Disorders,1
Tick-Borne Diseases,24
Polymyositis,16
HELLP Syndrome,1
"Hypertrophy, Left Ventricular",3
"Hypertrophy, Right Ventricular",1
Kallmann Syndrome,1
Skin and Connective Tissue Diseases,5551
Necrobiotic Disorders,0
"Skin Diseases, Eczematous",99
"Skin Diseases, Papulosquamous",176
"Skin Diseases, Vascular",158
"Dermatitis, Allergic Contact",10
"Dermatitis, Irritant",2
"Dermatitis, Photoallergic",0
"Dermatitis, Phototoxic",0
Acneiform Eruptions,10
"Hyperkeratosis, Epidermolytic",0
"Ichthyosis, Lamellar",1
"Keratosis, Seborrheic",1
Hyperpigmentation,7
Hypopigmentation,27
Hidradenitis Suppurativa,5
Porokeratosis,1
Pyoderma Gangrenosum,1
Lichenoid Eruptions,15
Lichen Nitidus,0
Pityriasis Lichenoides,0
Pityriasis Rosea,0
Mucinoses,12
"Aneurysm, False",1
"Aneurysm, Ruptured",8
Iliac Aneurysm,4
"Aortic Aneurysm, Abdominal",9
"Aortic Aneurysm, Thoracic",5
Postcholecystectomy Syndrome,0
"Lung Diseases, Interstitial",147
Radiation Pneumonitis,0
"Sarcoidosis, Pulmonary",17
Microvascular Angina,7
Focal Epithelial Hyperplasia,0
Parasystole,0
Cutaneous Fistula,0
Hyperandrogenism,5
"Myelinolysis, Central Pontine",0
Kleine-Levin Syndrome,0
Neuroectodermal Tumors,2676
"Neuroectodermal Tumor, Melanotic",3
Periodontal Attachment Loss,0
WAGR Syndrome,0
Hypophosphatemia,10
CREST Syndrome,3
"Lichen Planus, Oral",9
Hypereosinophilic Syndrome,4
Myocardial Stunning,2
Cholera Morbus,0
Polydactyly,1
Soft Tissue Injuries,0
"Myopathies, Nemaline",0
Pelvic Pain,0
"Embolism, Cholesterol",1
Retropharyngeal Abscess,0
Community-Acquired Infections,6
Diabetic Foot,9
Cytomegalovirus Retinitis,0
"Lymphoma, Large-Cell, Anaplastic",24
Lymphomatoid Papulosis,1
"Leukoplakia, Hairy",0
"Fractures, Malunited",0
Bone Malalignment,2
Ulnar Nerve Compression Syndromes,0
Amyloid Neuropathies,8
"Granuloma, Pyogenic",0
Furcation Defects,0
"Bone Cysts, Aneurysmal",0
Canavan Disease,1
Machado-Joseph Disease,3
"Limb Deformities, Congenital",219
Ossification of Posterior Longitudinal Ligament,6
Exfoliation Syndrome,4
Splenosis,0
Tympanic Membrane Perforation,0
"Tuberculosis, Multidrug-Resistant",5
Odontodysplasia,3
Glucose Intolerance,8
Endolymphatic Hydrops,1
Circoviridae Infections,0
Arterivirus Infections,0
Birnaviridae Infections,0
Torovirus Infections,0
Flavivirus Infections,99
Flaviviridae Infections,288
Pestivirus Infections,1
Paramyxoviridae Infections,41
Morbillivirus Infections,11
Pneumovirus Infections,20
Cardiovirus Infections,0
Lymphatic Vessel Tumors,7
"Lymphangioma, Cystic",0
Lymphangioleiomyomatosis,7
"Neoplasms, Complex and Mixed",244
Adenomyoma,0
Adenosarcoma,1
"Carcinoma, Adenosquamous",8
Hepatoblastoma,27
"Mixed Tumor, Malignant",59
"Mixed Tumor, Mesodermal",4
"Mixed Tumor, Mullerian",1
"Nephroma, Mesoblastic",3
Pulmonary Blastoma,4
"Sarcoma, Endometrial Stromal",7
"Neoplasms, Connective and Soft Tissue",1268
"Neoplasms, Adipose Tissue",115
Angiolipoma,0
Angiomyolipoma,4
"Liposarcoma, Myxoid",17
Myelolipoma,2
Chondromatosis,0
"Chondrosarcoma, Mesenchymal",0
Giant Cell Tumor of Bone,2
"Neoplasms, Bone Tissue",583
"Fibroma, Ossifying",1
Osteoblastoma,0
Osteochondromatosis,1
"Osteosarcoma, Juxtacortical",0
"Neoplasms, Fibrous Tissue",85
"Histiocytoma, Benign Fibrous",1
"Fibroma, Desmoplastic",0
"Fibromatosis, Abdominal",0
"Fibromatosis, Aggressive",8
Dermatofibrosarcoma,2
Myofibromatosis,0
"Neoplasms, Fibroepithelial",12
Fibroadenoma,6
"Sarcoma, Clear Cell",7
"Sarcoma, Small Cell",0
Angiomyoma,0
"Leiomyoma, Epithelioid",1
Leiomyomatosis,3
"Rhabdomyosarcoma, Alveolar",26
"Rhabdomyosarcoma, Embryonal",9
"Sarcoma, Alveolar Soft Part",6
Smooth Muscle Tumor,10
"Carcinoma, Embryonal",57
Germinoma,34
Gonadoblastoma,0
Seminoma,27
Endodermal Sinus Tumor,3
"Neuroectodermal Tumors, Primitive, Peripheral",440
"Neuroectodermal Tumors, Primitive",578
Teratocarcinoma,5
"Trophoblastic Tumor, Placental Site",1
Adrenocortical Adenoma,16
"Adenoma, Liver Cell",5
"Adenoma, Oxyphilic",11
Acrospiroma,0
Hidrocystoma,0
Syringoma,0
"Adenoma, Villous",3
Adenomatoid Tumor,0
"Adenomatosis, Pulmonary",0
Adenomatous Polyps,121
"Mesothelioma, Cystic",0
"Adenocarcinoma, Clear Cell",24
"Adenocarcinoma, Follicular",10
"Carcinoma, Papillary, Follicular",0
"Adenocarcinoma, Sebaceous",0
"Carcinoma, Acinar Cell",3
Adrenocortical Carcinoma,39
"Carcinoma, Endometrioid",27
"Carcinoma, Ductal, Breast",162
"Carcinoma, Islet Cell",6
"Carcinoma, Lobular",47
"Carcinoma, Medullary",9
"Carcinoma, Mucoepidermoid",12
"Carcinoma, Neuroendocrine",62
"Carcinoma, Signet Ring Cell",4
"Carcinoma, Skin Appendage",0
Cholangiocarcinoma,79
"Cystadenocarcinoma, Mucinous",0
"Cystadenocarcinoma, Papillary",3
"Cystadenocarcinoma, Serous",71
Klatskin Tumor,1
"Carcinoma, Giant Cell",1
"Carcinoma, Large Cell",39
"Carcinoma, Small Cell",81
"Carcinoma, Verrucous",0
Cervical Intraepithelial Neoplasia,36
"Cystadenoma, Mucinous",2
"Cystadenoma, Papillary",0
"Cystadenoma, Serous",28
"Neoplasms, Adnexal and Skin Appendage",1
"Neoplasms, Basal Cell",98
Pilomatrixoma,1
"Neoplasms, Cystic, Mucinous, and Serous",140
Mucoepidermoid Tumor,0
"Neoplasms, Ductal, Lobular, and Medullary",390
"Papilloma, Intraductal",0
"Neoplasms, Mesothelial",60
"Neoplasms, Neuroepithelial",1689
Ganglioglioma,0
"Esthesioneuroblastoma, Olfactory",3
Ganglioneuroblastoma,3
Neurocytoma,1
"Neoplasms, Squamous Cell",896
"Papilloma, Inverted",2
"Neoplasms, Gonadal Tissue",4
Sertoli-Leydig Cell Tumor,1
Luteoma,0
Sex Cord-Gonadal Stromal Tumors,4
"Glioma, Subependymal",1
Gliosarcoma,6
Nerve Sheath Neoplasms,78
"Neurofibroma, Plexiform",3
Neurofibrosarcoma,1
Neurothekeoma,0
Angiofibroma,2
"Hemangioendothelioma, Epithelioid",1
"Hemangioma, Capillary",0
Hemangioblastoma,0
Nevi and Melanomas,854
Hutchinson's Melanotic Freckle,0
"Melanoma, Amelanotic",6
"Nevus, Blue",0
"Nevus, Intradermal",2
"Nevus, Spindle Cell",2
"Nevus, Epithelioid and Spindle Cell",2
"Odontogenic Cyst, Calcifying",0
Rhabdoid Tumor,42
"T-Lymphocytopenia, Idiopathic CD4-Positive",0
Hepadnaviridae Infections,121
Coronavirus Infections,15
Rhabdoviridae Infections,7
Alphavirus Infections,12
Rubivirus Infections,1
Respiratory Syncytial Virus Infections,20
Neuroendocrine Tumors,1008
"Neoplasm, Residual",82
"Vasculitis, Leukocytoclastic, Cutaneous",0
Leukocyte-Adhesion Deficiency Syndrome,0
Cardiovascular Abnormalities,146
Thyroid Hormone Resistance Syndrome,0
Foot Injuries,0
"Pneumonia, Bacterial",18
Primate Diseases,43
Ape Diseases,1
"Cholesteatoma, Middle Ear",2
Brown-Sequard Syndrome,0
Blue Toe Syndrome,0
"Lymphoma, B-Cell, Marginal Zone",54
Disease Progression,0
Protein S Deficiency,3
"Placenta, Retained",1
Persistent Vegetative State,0
Lichen Sclerosus et Atrophicus,1
"Fractures, Comminuted",0
Soft Tissue Infections,19
"Positive-Pressure Respiration, Intrinsic",2
Hypokinesia,0
"Ventricular Dysfunction, Left",40
"Bone Demineralization, Pathologic",0
Space Motion Sickness,0
Hyperoxia,0
"Ventricular Dysfunction, Right",0
"Diabetes Insipidus, Nephrogenic",0
Parasitemia,6
Cryptogenic Organizing Pneumonia,0
"Breast Neoplasms, Male",10
Gastroparesis,1
King's Evil,0
Milk Sickness,0
Sweating Sickness,0
"Vitreoretinopathy, Proliferative",3
Pulmonary Atresia,1
Hypoplastic Left Heart Syndrome,3
Stomatognathic System Abnormalities,25
Ventricular Septal Rupture,0
Tooth Injuries,13
Mononegavirales Infections,71
Filoviridae Infections,23
Systemic Inflammatory Response Syndrome,0
Ventricular Dysfunction,84
Multiple Endocrine Neoplasia Type 1,10
Arthralgia,6
Multiple Chemical Sensitivity,0
Hantavirus Infections,13
Tension-Type Headache,0
"Impotence, Vasculogenic",0
Abdominal Abscess,0
Tricuspid Atresia,0
"Encephalitis, Viral",58
"Anemia, Iron-Deficiency",6
Hantavirus Pulmonary Syndrome,0
Sepsis,101
Multiple Endocrine Neoplasia Type 2a,1
Multiple Endocrine Neoplasia Type 2b,0
"Carcinoma, Lewis Lung",39
"Cystitis, Interstitial",8
Sneddon Syndrome,0
Environmental Illness,2
Sick Building Syndrome,0
Ventricular Premature Complexes,4
Atrial Premature Complexes,0
Heat Stress Disorders,2
Heat Stroke,1
"Aphasia, Conduction",6
Landau-Kleffner Syndrome,0
"Aphasia, Primary Progressive",1
Peroxisomal Disorders,18
"Chondrodysplasia Punctata, Rhizomelic",0
Muscle Weakness,10
"Optic Neuropathy, Ischemic",0
Leukostasis,2
Persian Gulf Syndrome,0
Fournier Gangrene,0
"Myositis, Inclusion Body",4
Williams Syndrome,29
Congenital Disorders of Glycosylation,1
Muscle Neoplasms,13
Vascular Neoplasms,4
Bone Marrow Neoplasms,30
Prostatic Intraepithelial Neoplasia,10
"Depression, Postpartum",2
HIV Enteropathy,1
Facies,0
Cafe-au-Lait Spots,0
Smith-Lemli-Opitz Syndrome,1
Postoperative Hemorrhage,0
"Fasciitis, Necrotizing",0
Burkholderia Infections,6
"Hemorrhagic Fever, Ebola",22
Neuroaxonal Dystrophies,6
Iron Metabolism Disorders,24
Iron Overload,18
Gingival Overgrowth,3
Tooth Attrition,2
Oral Ulcer,0
HIV Wasting Syndrome,1
Branchio-Oto-Renal Syndrome,8
Wasting Syndrome,14
"Pancreatitis, Acute Necrotizing",0
Skull Base Neoplasms,2
"Xanthomatosis, Cerebrotendinous",3
"Epilepsy, Rolandic",2
Pseudolymphoma,3
Retrobulbar Hemorrhage,0
Porcine Reproductive and Respiratory Syndrome,0
"Embolism, Paradoxical",0
Hematologic Neoplasms,245
Port-Wine Stain,0
Roseolovirus Infections,4
Astroviridae Infections,0
Rubulavirus Infections,1
Endotoxemia,18
Pouchitis,3
Chromosome Breakage,0
"Syncope, Vasovagal",0
Craniofacial Abnormalities,100
"Pancreatitis, Alcoholic",0
Vaginal Discharge,0
Shoulder Impingement Syndrome,0
Neck Pain,0
"Tooth, Nonvital",2
"Dermatitis, Perioral",0
Capillary Leak Syndrome,2
Back Injuries,0
"Lung, Hyperlucent",0
Hemifacial Spasm,0
Arrhythmogenic Right Ventricular Dysplasia,3
Retinal Neoplasms,121
Optic Nerve Neoplasms,30
"Blindness, Cortical",0
Multiple System Atrophy,11
Hot Flashes,0
Intracranial Hypotension,0
Intracranial Hypertension,5
"Aging, Premature",0
Pseudophakia,0
Severe Dengue,13
Neurodegenerative Diseases,998
Uterine Inversion,0
"Hepatitis, Autoimmune",2
"Hepatitis B, Chronic",38
"Hepatitis C, Chronic",60
"Hepatitis D, Chronic",0
Maxillofacial Abnormalities,16
Epiretinal Membrane,0
Neck Injuries,0
Miller Fisher Syndrome,1
Thrombophilia,32
Anti-Glomerular Basement Membrane Disease,0
Dyskeratosis Congenita,9
Schnitzler Syndrome,1
alpha 1-Antitrypsin Deficiency,3
Neurobehavioral Manifestations,494
Substance-Related Disorders,122
Amphetamine-Related Disorders,2
Cocaine-Related Disorders,6
Alcohol-Related Disorders,76
Activated Protein C Resistance,2
Neurocysticercosis,0
Genetic Predisposition to Disease,0
Epstein-Barr Virus Infections,322
Histiocytic Necrotizing Lymphadenitis,0
Rectocele,0
Hepatopulmonary Syndrome,1
Shoulder Pain,0
Neurogenic Inflammation,1
Acquired Hyperostosis Syndrome,0
Zygomycosis,1
"Anticipation, Genetic",0
Hyperhomocysteinemia,6
Gastroschisis,12
"Lysosomal Storage Diseases, Nervous System",97
Hemostatic Disorders,459
"Gangliosidoses, GM2",8
Basal Ganglia Cerebrovascular Disease,6
Basal Ganglia Hemorrhage,0
Putaminal Hemorrhage,0
Coagulation Protein Disorders,25
Manganese Poisoning,0
Chorea Gravidarum,0
Protein C Deficiency,18
Antithrombin III Deficiency,0
"Amino Acid Transport Disorders, Inborn",13
"Hyperglycinemia, Nonketotic",2
Citrullinemia,4
Hyperargininemia,1
Ornithine Carbamoyltransferase Deficiency Disease,0
Carbamoyl-Phosphate Synthase I Deficiency Disease,1
Hyperlysinemias,0
Tyrosinemias,1
"Hypersomnolence, Idiopathic",0
"Sleep Disorders, Circadian Rhythm",36
Jet Lag Syndrome,0
"Sleep Apnea, Obstructive",6
"Sleep Apnea, Central",0
Nocturnal Paroxysmal Dystonia,0
Night Terrors,0
Sleep Bruxism,0
REM Sleep Behavior Disorder,0
Sleep Paralysis,0
Nocturnal Myoclonus Syndrome,0
"Myoclonic Epilepsy, Juvenile",0
"Myoclonic Epilepsies, Progressive",9
Lafora Disease,5
Unverricht-Lundborg Syndrome,0
"Epilepsy, Reflex",0
"Trauma, Nervous System",42
"Head Injuries, Penetrating",0
"Intracranial Hemorrhage, Traumatic",0
"Hematoma, Subdural, Acute",0
"Hematoma, Subdural, Chronic",0
"Brain Hemorrhage, Traumatic",0
"Cerebral Hemorrhage, Traumatic",0
"Brain Stem Hemorrhage, Traumatic",0
"Skull Fracture, Depressed",0
"Skull Fracture, Basilar",0
"Subarachnoid Hemorrhage, Traumatic",0
"Coma, Post-Head Injury",0
"Brain Injury, Chronic",1
Cranial Nerve Injuries,1
Central Cord Syndrome,0
Autonomic Dysreflexia,0
Carotid Artery Injuries,2
Cerebrovascular Trauma,2
"Carotid Artery, Internal, Dissection",0
Carotid-Cavernous Sinus Fistula,0
Vertebral Artery Dissection,0
Facial Nerve Injuries,1
Optic Nerve Injuries,0
Abducens Nerve Injury,0
Sagittal Sinus Thrombosis,0
Cavernous Sinus Thrombosis,0
Lateral Sinus Thrombosis,0
Serotonin Syndrome,0
Kluver-Bucy Syndrome,1
"Gait Disorders, Neurologic",4
Gait Ataxia,0
Gait Apraxia,0
"Amnesia, Transient Global",0
"Alexia, Pure",0
Prosopagnosia,0
"Apraxia, Ideomotor",0
"Encephalomyelitis, Western Equine",2
"Encephalomyelitis, Eastern Equine",0
"Infarction, Anterior Cerebral Artery",2
"Infarction, Middle Cerebral Artery",8
Venous Thrombosis,9
Postoperative Nausea and Vomiting,0
Gastric Antral Vascular Ectasia,0
Tooth Ankylosis,0
Vitreous Detachment,0
Choroidal Neovascularization,2
Ventricular Remodeling,0
Neurotoxicity Syndromes,39
"Heavy Metal Poisoning, Nervous System",10
Arsenic Poisoning,10
"Mercury Poisoning, Nervous System",0
"Lead Poisoning, Nervous System",0
"Lead Poisoning, Nervous System, Childhood",0
"Lead Poisoning, Nervous System, Adult",0
MPTP Poisoning,1
"Alcohol-Induced Disorders, Nervous System",2
Alcoholic Neuropathy,1
Alcohol Withdrawal Seizures,0
"Heredodegenerative Disorders, Nervous System",508
Autoimmune Diseases of the Nervous System,315
Guillain-Barre Syndrome,8
"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",5
"Demyelinating Autoimmune Diseases, CNS",226
Hereditary Central Nervous System Demyelinating Diseases,29
"Papilloma, Choroid Plexus",3
"Vasculitis, Central Nervous System",50
"Myasthenic Syndromes, Congenital",0
Brain Stem Neoplasms,30
"Intracranial Hemorrhage, Hypertensive",0
Intracranial Hemorrhages,14
"Vasospasm, Intracranial",1
"Tuberculosis, Central Nervous System",86
Central Nervous System Fungal Infections,0
Latex Hypersensitivity,3
Tics,8
"Amnesia, Anterograde",0
Migraine with Aura,0
Migraine without Aura,4
Essential Tremor,1
Bell Palsy,0
Mobius Syndrome,0
Tolosa-Hunt Syndrome,0
Paraparesis,8
"Paraparesis, Spastic",7
Vestibular Neuronitis,0
Optic Nerve Glioma,0
Hypertensive Encephalopathy,0
"Enterocolitis, Necrotizing",3
Lithiasis,0
"Paraneoplastic Syndromes, Nervous System",3
Paraneoplastic Cerebellar Degeneration,1
Limbic Encephalitis,0
Paraneoplastic Polyneuropathy,0
"Osteoarthritis, Knee",17
Pelizaeus-Merzbacher Disease,8
Myokymia,0
Isaacs Syndrome,0
"Muscular Dystrophy, Duchenne",31
"Muscular Dystrophy, Emery-Dreifuss",2
"Muscular Dystrophy, Facioscapulohumeral",26
"Nystagmus, Congenital",2
Vagus Nerve Diseases,0
Mononeuropathies,14
Median Neuropathy,4
Ulnar Neuropathies,0
Radial Neuropathy,9
Sciatic Neuropathy,0
Peroneal Neuropathies,0
Femoral Neuropathy,1
Tibial Neuropathy,0
Cubital Tunnel Syndrome,0
Olfactory Nerve Diseases,4
Trochlear Nerve Diseases,0
Trigeminal Nerve Diseases,0
Abducens Nerve Diseases,0
Glossopharyngeal Nerve Diseases,0
Accessory Nerve Diseases,0
Hypoglossal Nerve Diseases,0
Parasomnias,59
Neuromuscular Junction Diseases,9
"Myopathy, Central Core",7
"Paralysis, Hyperkalemic Periodic",0
Hypokalemic Periodic Paralysis,0
Brachial Plexus Neuropathies,0
Focal Nodular Hyperplasia,3
Brain Infarction,27
Stroke,44
"Lymphoma, Mantle-Cell",83
Brain Stem Infarctions,0
"Multiple Sclerosis, Chronic Progressive",8
"Multiple Sclerosis, Relapsing-Remitting",32
Fetal Weight,0
Acatalasia,0
"Myasthenia Gravis, Autoimmune, Experimental",0
"Nervous System Autoimmune Disease, Experimental",26
Parkinsonian Disorders,194
"Brain Diseases, Metabolic, Inborn",270
Alcohol-Induced Disorders,36
Neurocutaneous Syndromes,205
Spinocerebellar Ataxias,83
Amaurosis Fugax,1
Spinal Cord Vascular Diseases,0
Anterior Spinal Artery Syndrome,0
Spinal Cord Ischemia,0
"Infarction, Posterior Cerebral Artery",0
"Pathological Conditions, Anatomical",0
Intracranial Arterial Diseases,44
Intracranial Embolism,2
Intracranial Thrombosis,1
Headache Disorders,40
Pick Disease of the Brain,6
Sinus Pericranii,0
Central Nervous System Vascular Malformations,21
"Hemangioma, Cavernous, Central Nervous System",19
Central Nervous System Venous Angioma,0
Bardet-Biedl Syndrome,2
"Diabetes Insipidus, Neurogenic",1
Salivary Calculi,0
Photophobia,0
Epidural Abscess,0
"Encephalitis, Herpes Simplex",5
"Encephalitis, Varicella Zoster",5
Central Nervous System Viral Diseases,120
Central Nervous System Bacterial Infections,109
Central Nervous System Parasitic Infections,10
Central Nervous System Protozoal Infections,10
Central Nervous System Helminthiasis,0
"Meningitis, Escherichia coli",0
Neuroschistosomiasis,0
Perimeningeal Infections,0
Dyskinesias,239
Dystonic Disorders,27
Pseudobulbar Palsy,0
Diffuse Axonal Injury,0
Lyme Neuroborreliosis,12
Hallux Limitus,0
Hallux Rigidus,0
Central Nervous System Cysts,2
Neuromuscular Manifestations,59
Somatosensory Disorders,5
Hypovolemia,0
"Myopathies, Structural, Congenital",21
Korsakoff Syndrome,0
Complex Regional Pain Syndromes,1
"Sleep Disorders, Intrinsic",54
Dyssomnias,112
Sleep Arousal Disorders,0
Sleep-Wake Transition Disorders,59
REM Sleep Parasomnias,0
Urological Manifestations,0
"Hypoxia-Ischemia, Brain",1
"Epilepsy, Benign Neonatal",0
"Epilepsy, Partial, Sensory",0
"Epilepsy, Partial, Motor",0
"Myasthenia Gravis, Neonatal",0
"AIDS Arteritis, Central Nervous System",0
"Lupus Vasculitis, Central Nervous System",48
Neuroaspergillosis,0
Striatonigral Degeneration,0
Lewy Body Disease,6
Embryo Loss,3
"Muscular Disorders, Atrophic",107
Myotonic Disorders,30
Brachial Plexus Neuritis,0
Disease Attributes,0
Chronobiology Disorders,106
Egg Hypersensitivity,1
Wheat Hypersensitivity,0
Peanut Hypersensitivity,0
Nut Hypersensitivity,0
"Carcinoma, Pancreatic Ductal",150
Flank Pain,0
Multicystic Dysplastic Kidney,0
"Communicable Diseases, Emerging",1
Isosporiasis,0
Cyclosporiasis,0
"Aortic Stenosis, Supravalvular",29
Discrete Subaortic Stenosis,0
Hyperammonemia,0
Lacerations,0
Hermanski-Pudlak Syndrome,5
Chills,0
Chlamydophila Infections,5
Coronary Restenosis,2
Coronary Stenosis,4
"Gonadal Dysgenesis, 46,XX",1
"Sarcoma, Myeloid",2
Uniparental Disomy,0
Open Bite,0
"Cardiomyopathy, Hypertrophic, Familial",1
Tauopathies,222
Metabolic Syndrome,44
Chromosome Disorders,372
Sex Chromosome Disorders,56
Spondylarthritis,49
Spondylarthropathies,48
"Blood Coagulation Disorders, Inherited",70
Septo-Optic Dysplasia,1
Hip Injuries,9
Vitamin B 6 Deficiency,0
Polyomavirus Infections,27
"Amyloidosis, Familial",2
"Amyloid Neuropathies, Familial",2
"Cerebral Amyloid Angiopathy, Familial",0
Mitochondrial Diseases,150
Biotinidase Deficiency,0
Holocarboxylase Synthetase Deficiency,0
Peste-des-Petits-Ruminants,0
"Optic Atrophy, Autosomal Dominant",0
"Optic Atrophy, Hereditary, Leber",1
"Pulmonary Disease, Chronic Obstructive",151
Sialic Acid Storage Disease,16
"Bronchitis, Chronic",1
"Anemia, Hypoplastic, Congenital",55
"Anemia, Diamond-Blackfan",31
Jervell-Lange Nielsen Syndrome,1
Romano-Ward Syndrome,0
"Hemorrhagic Syndrome, Bovine",0
Denys-Drash Syndrome,0
Nidovirales Infections,21
"Genetic Diseases, Inborn",2906
Papillomavirus Infections,88
Cytochrome-c Oxidase Deficiency,0
Acro-Osteolysis,1
Knee Dislocation,0
Patellar Dislocation,0
Erdheim-Chester Disease,0
Poult Enteritis Mortality Syndrome,1
Retinal Vasculitis,0
Zoster Sine Herpete,0
Hajdu-Cheney Syndrome,1
Gestational Trophoblastic Disease,10
"Hemorrhagic Septicemia, Viral",0
"Choriocarcinoma, Non-gestational",1
Hyperuricemia,0
"Insomnia, Fatal Familial",17
"Wasting Disease, Chronic",0
Hypoalbuminemia,1
Pelvic Infection,3
Hyperamylasemia,0
Hearing Loss,31
"Mastocytosis, Cutaneous",0
"Mastocytosis, Systemic",9
Mastocytoma,1
Rare Diseases,0
Endometrial Stromal Tumors,19
Ciguatera Poisoning,0
"Fasciitis, Plantar",0
Heel Spur,0
Metatarsalgia,0
Posterior Tibial Tendon Dysfunction,0
Hammer Toe Syndrome,0
"Lower Extremity Deformities, Congenital",4
