"Diease_TreeNumber","Disease_Mesh_Heading","Disease_Count"
"C16.320.577.350","Muscular Dystrophy, Emery-Dreifuss","2"
"C18.452.648.618.711.600","Paralysis, Hyperkalemic Periodic","0"
"C18.452.648.618.711.550","Hypokalemic Periodic Paralysis","0"
"C14.907.253.855.200","Brain Infarction","27"
"C14.907.253.855.200.100","Brain Stem Infarctions","0"
"C20.111.258.500.300","Myasthenia Gravis, Autoimmune, Experimental","0"
"C18.452.648.189","Brain Diseases, Metabolic, Inborn","270"
"C16.320.850.250.712","Neurocutaneous Syndromes","205"
"C10.574.500.825.700","Spinocerebellar Ataxias","83"
"C14.907.253.092.477.200.475","Infarction, Posterior Cerebral Artery","0"
"C16.131.666.190","Central Nervous System Vascular Malformations","21"
"C14.907.454.385.500","Hemangioma, Cavernous, Central Nervous System","19"
"C16.131.666.190.100","Central Nervous System Venous Angioma","0"
"C16.320.184.125","Bardet-Biedl Syndrome","2"
"C10.228.854.303","Epidural Abscess","0"
"C10.228.140.430.520.750.350","Encephalitis, Herpes Simplex","5"
"C10.228.140.430.520.750.400","Encephalitis, Varicella Zoster","5"
"C10.228.614.280.350","Meningitis, Escherichia coli","0"
"C01.252.847.193.569.600","Lyme Neuroborreliosis","12"
"C16.131.666.142","Central Nervous System Cysts","2"
"C10.228.140.300.850.125","AIDS Arteritis, Central Nervous System","0"
"C10.228.228.245.550.500","Lupus Vasculitis, Central Nervous System","48"
"C10.574.625.800","Striatonigral Degeneration","0"
"C10.574.531","Lewy Body Disease","6"
"C04.588.322.475.750","Carcinoma, Pancreatic Ductal","150"
"C13.351.968.419.403.750","Multicystic Dysplastic Kidney","0"
"C15.378.140.735.400","Hermanski-Pudlak Syndrome","5"
"C13.351.875.253.309.193","Gonadal Dysgenesis, 46,XX","1"
"C16.320.565.176.050","Amyloid Neuropathies, Familial","2"
"C14.907.253.329.311","Cerebral Amyloid Angiopathy, Familial","0"
"C18.452.648.202.720.100","Biotinidase Deficiency","0"
"C18.452.648.202.720.380","Holocarboxylase Synthetase Deficiency","0"
"C11.640.451.451.100","Optic Atrophy, Autosomal Dominant","0"
"C11.640.451.451.400","Optic Atrophy, Hereditary, Leber","1"
"C18.452.132.100.435.810","Sialic Acid Storage Disease","16"
"C08.730.099.567","Bronchitis, Chronic","1"
"C16.320.077.090","Anemia, Diamond-Blackfan","31"
"C23.550.073.547.720","Romano-Ward Syndrome","0"
"C12.706.316.096.562","Denys-Drash Syndrome","0"
"C16.320.355","Hajdu-Cheney Syndrome","1"
"C13.703.720.949.208.438","Choriocarcinoma, Non-gestational","1"
"C13.351.937.418.875.200.374","Endometrial Stromal Tumors","19"
"C10.574.500.024","Alexander Disease","2"
"C18.452.584.625.400","HIV-Associated Lipodystrophy Syndrome","1"
"C14.280.484.716.525","LEOPARD Syndrome","1"
"C18.452.394.984.200","Congenital Hyperinsulinism","0"
"C18.452.648.595.577","Mannosidase Deficiency Diseases","0"
"C18.452.648.595.577.750","beta-Mannosidosis","0"
"C22.905.626","Pneumonia of Swine, Mycoplasmal","0"
"C18.452.811.400.074","Coproporphyria, Hereditary","0"
"C18.452.811.400.625","Porphyria, Variegate","0"
"C18.452.811.400.812","Protoporphyria, Erythropoietic","3"
"C10.228.140.380.230.124","CADASIL","1"
"C23.550.414.838.700.400","Hematoma, Subdural, Intracranial","0"
"C18.452.394.984.200.500","Nesidioblastosis","0"
"C19.391.119.090","Adrenogenital Syndrome","8"
"C08.730.610.540.530","Pneumonia of Calves, Enzootic","0"
"C16.320.565.595.554.825.300.300.920","Tay-Sachs Disease, AB Variant","3"
"C19.344.609.292","Growth Hormone-Secreting Pituitary Adenoma","8"
"C19.344.609.145","ACTH-Secreting Pituitary Adenoma","5"
"C19.874.283.605.500","Graves Ophthalmopathy","2"
"C23.550.073.547.070","Andersen Syndrome","0"
"C19.391.119.309.631","Sexual Infantilism","1"
"C19.391.119.343","Ovotesticular Disorders of Sex Development","0"
"C16.320.565.202.449.510","Glycogen Storage Disease Type IIb","0"
"C13.351.968.419.780.750.500.500","Frasier Syndrome","0"
"C10.597.751.418.341.887.886","Usher Syndromes","0"
"C18.452.648.398.745","Lipodystrophy, Congenital Generalized","1"
"C16.320.565.595.554.825.850","Sulfatidosis","7"
"C16.320.565.595.554.825.850.750","Multiple Sulfatase Deficiency Disease","1"
"C16.320.565.398.641.803.730.500","Niemann-Pick Disease, Type A","0"
"C16.320.565.398.641.803.730.750","Niemann-Pick Disease, Type B","0"
"C16.320.565.398.641.803.730.875","Niemann-Pick Disease, Type C","4"
"C18.654.521.500.133.699.923.640","Subacute Combined Degeneration","0"
"C18.452.132.100.844","Refsum Disease, Infantile","0"
"C13.351.968.967.374","Ureterolithiasis","0"
"C13.351.968.967.249","Nephrolithiasis","3"
"C16.320.565.618.544.500","Familial Hypophosphatemic Rickets","2"
"C16.320.850.250.198","Ectodermal Dysplasia 1, Anhidrotic","1"
"C17.800.804.350.298","Ectodermal Dysplasia 3, Anhidrotic","1"
"C17.800.804.350.348","Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive","0"
"C17.800.529.594","Pachyonychia Congenita","1"
"C17.800.428.333.330","Ichthyosis Bullosa of Siemens","7"
"C10.292.562.831","Opsoclonus-Myoclonus Syndrome","0"
"C18.452.648.861.491","Gitelman Syndrome","0"
"C13.351.968.829.495.750","Pyelocystitis","0"
"C14.907.303.531","Ischemic Contracture","0"
"C11.966.075.375","Deaf-Blind Disorders","1"
"C16.320.565.189.593","Mevalonate Kinase Deficiency","3"
"C14.240.850.875.500.500","Vein of Galen Malformations","0"
"C20.543.480.904.066.500","Angioedemas, Hereditary","19"
"C16.131.666.507.450.499.230","Classical Lissencephalies and Subcortical Band Heterotopias","115"
"C16.131.666.507.450.499.249","Cobblestone Lissencephaly","6"
"C15.604.515.560.550.745","Leukemia, Prolymphocytic, B-Cell","0"
"C17.800.804.874","Trichothiodystrophy Syndromes","1"
"C17.800.508.473.500","Mastocytoma, Skin","0"
"C16.320.565.925.324","Antley-Bixler Syndrome Phenotype","0"
"C10.228.140.211.885.500.299","Pallister-Hall Syndrome","1"
"C05.799.613.750","Osteoarthritis, Spine","0"
"C16.131.621.953","Tracheobronchomalacia","2"
"C17.300.182.895.500","Tracheomalacia","2"
"C17.300.182.895.249","Bronchomalacia","0"
"C16.131.621.568","Laryngomalacia","0"
"C23.888.592.979.325","Dysphonia","0"
"C10.668.467.500.186","Bulbo-Spinal Atrophy, X-Linked","0"
"C16.320.365.826.575","delta-Thalassemia","0"
"C16.320.565.595.554.825.250","Farber Lipogranulomatosis","11"
"C17.800.794.712.500","Muir-Torre Syndrome","0"
"C14.907.109.139.587","Loeys-Dietz Syndrome","1"
"C20.111.193.750","Microscopic Polyangiitis","3"
"C11.768.400.500","Susac Syndrome","0"
"C23.888.592.612.664.675","Piriformis Muscle Syndrome","0"
"C20.543.480.149","Asthma, Aspirin-Induced","2"
"C17.800.827.337","Erythrokeratodermia Variabilis","1"
"C10.551.240.375.200","Colloid Cysts","0"
"C15.378.420.155.219","Acute Chest Syndrome","5"
"C17.300.775.099.728","Rheumatoid Vasculitis","0"
"C23.300.820.500","Yellow Nail Syndrome","0"
"C16.320.099.920.100","von Willebrand Disease, Type 1","0"
"C16.320.099.920.200","von Willebrand Disease, Type 2","1"
"C16.320.099.920.300","von Willebrand Disease, Type 3","0"
"C16.320.180.870","Silver-Russell Syndrome","14"
"C18.452.394.750.654","Donohue Syndrome","0"
"C16.320.850.746","Prolidase Deficiency","1"
"C16.131.077.229","Carney Complex","17"
"C17.800.827.602","Monilethrix","0"
"C20.683.515.124","Autoimmune Lymphoproliferative Syndrome","3"
"C10.668.829.800.300.490","Giant Axonal Neuropathy","0"
"C11.270.684.249","Alstrom Syndrome","0"
"C16.614.492.400.705","Netherton Syndrome","20"
"C18.452.132.100.937","Urea Cycle Disorders, Inborn","6"
"C18.452.132.100.937.124","Argininosuccinic Aciduria","0"
"C16.131.077.477","Isolated Noncompaction of the Ventricular Myocardium","2"
"C16.320.290.842","Weill-Marchesani Syndrome","0"
"C26.974.382.200.250","Contrecoup Injury","0"
"C16.131.240.400.172","Barth Syndrome","0"
"C18.452.648.861.698","Liddle Syndrome","0"
"C26.915.300.425.250.124.500","Corneal Perforation","0"
"C10.597.606.150.500.800.100.155.600","Primary Progressive Nonfluent Aphasia","1"
"C20.543.480.356","Eosinophilic Esophagitis","22"
"C14.907.355.830.925.770.500","Lemierre Syndrome","0"
"C16.320.565.861.271","Dent Disease","0"
"C22.214","Digital Dermatitis","0"
"C14.280.238.812","Sarcoglycanopathies","0"
"C15.604.451.249","22q11 Deletion Syndrome","9"
"C18.452.584.750.487","Necrobiotic Xanthogranuloma","0"
"C01.703.492.625.150","Candidemia","2"
"C19.391.119.064","46, XX Disorders of Sex Development","7"
"C19.391.119.096","Disorder of Sex Development, 46,XY","187"
"C16.320.577.750","Walker-Warburg Syndrome","6"
"C16.320.180.887","Smith-Magenis Syndrome","6"
"C11.250.390","Fraser Syndrome","0"
"C19.391.119.064.124","46, XX Testicular Disorders of Sex Development","0"
"C16.131.939.316.795","Sex Chromosome Disorders of Sex Development","15"
"C16.131.666.034.687","Aicardi Syndrome","0"
"C20.683.515.761.150","Composite Lymphoma","6"
"C16.131.666.507.400.249","Megalencephaly","6"
"C18.452.648.595.800","Pycnodysostosis","0"
"C16.614.521.563.737","Transient Tachypnea of the Newborn","0"
"C23.550.717.732.183","Bisphosphonate-Associated Osteonecrosis of the Jaw","3"
"C24.102","Asthma, Occupational","0"
"C14.907.253.855.600","Stroke, Lacunar","0"
"C16.131.077.401","Heterotaxy Syndrome","0"
"C16.131.740.650","Laryngocele","0"
"C17.800.838.208.416.375","Cerebral Phaeohyphomycosis","0"
"C10.574.781.249","Anti-N-Methyl-D-Aspartate Receptor Encephalitis","0"
"C10.314.687","Ophthalmoplegic Migraine","0"
"C20.543.480.680.075.682","Trichosporonosis","0"
"C26.915.300.400.562","Olfactory Nerve Injuries","0"
"C11.590.436.600","Oculomotor Nerve Injuries","0"
"C10.900.300.218.775","Trigeminal Nerve Injuries","0"
"C10.900.300.218.775.500","Lingual Nerve Injuries","0"
"C26.915.300.400.912","Vagus Nerve Injuries","0"
"C10.900.300.218.887.750","Laryngeal Nerve Injuries","0"
"C10.900.300.218.887.750.500","Recurrent Laryngeal Nerve Injuries","0"
"C26.915.300.400.200","Accessory Nerve Injuries","0"
"C26.915.300.400.387","Hypoglossal Nerve Injuries","0"
"C10.900.300.218.943","Vestibulocochlear Nerve Injuries","0"
"C26.915.300.400.343","Glossopharyngeal Nerve Injuries","0"
"C13.351.500.056.630.705.431","Hereditary Breast and Ovarian Cancer Syndrome","44"
"C08.381.677.540.249","Chlamydial Pneumonia","3"
"C23.888.592.604.764.150","Alice in Wonderland Syndrome","0"
"C17.800.804.350.856.500","Steatocystoma Multiplex","0"
"C02.928.914.217.500","Buschke-Lowenstein Tumor","0"
"C16.131.850.500.229","Dentofacial Deformities","0"
"C07.320.610.827","Retrognathia","1"
"C18.452.750.400.750","Rickets, Hypophosphatemic","2"
"C14.907.933.110.500","Bland White Garland Syndrome","0"
"C20.683.515.761.417","Intraocular Lymphoma","0"
"C12.758.409.750.500","Prostatic Neoplasms, Castration-Resistant","103"
"C26.915.300.425.250.124","Corneal Injuries","0"
"C23.149.500","Atypical Squamous Cells of the Cervix","0"
"C20.543.480.680.443","Rhinitis, Allergic","24"
"C26.915.300.225","Cerebrospinal Fluid Leak","0"
"C16.131.666.507.400.249.500","Hemimegalencephaly","0"
"C16.131.666.507.500.625","Porencephaly","0"
"C15.378.140.855.925.500.500","Atypical Hemolytic Uremic Syndrome","0"
"C16.131.621.745","Pectus Carinatum","0"
"C13.351.968.967.249.500.500","Staghorn Calculi","0"
"C16.131.621.585.512.500.787","Tarsal Coalition","0"
"C23.888.592.612.664.275","Morton Neuroma","0"
"C10.900.300.087.250.500","Chronic Traumatic Encephalopathy","0"
"C17.800.321.063","Fibromatosis, Plantar","0"
"C16.131.240.400.965","Trisomy 13 Syndrome","1"
"C16.131.260.932","Trisomy 18 Syndrome","1"
"C20.683.780.838","Smoldering Multiple Myeloma","0"
"C25.775.100.087.193.100.250","Alcoholic Korsakoff Syndrome","0"
"C19.344.410.199","Carcinoma, Ovarian Epithelial","56"
"C19.874.788.400","Thyroid Cancer, Papillary","20"
"C09.647.710.650.500","Nasopharyngeal Carcinoma","43"
"C06.301.371.205.500","Esophageal Squamous Cell Carcinoma","45"
"C06.689.667.812","Pancreatic Intraductal Neoplasms","0"
"C18.452.648.861.093","Acidosis, Renal Tubular","0"
"C05.660.906.364.100","Acrocephalosyndactylia","8"
"C16.320.565.925.249","Adrenal Hyperplasia, Congenital","3"
"C10.597.606.360.455.124","Adrenoleukodystrophy","8"
"C17.800.621.440.102","Albinism","16"
"C22.062","Aleutian Mink Disease","0"
"C18.452.845.800.050","Amyotrophic Lateral Sclerosis","123"
"C06.405.469.491.307.790.040.040","Anal Gland Neoplasms","0"
"C16.320.565.189.435.825.200","Fabry Disease","0"
"C24.800.834.201","Anthracosilicosis","0"
"C06.405.469.860.101.163","Anus Neoplasms","1"
"C06.405.469.491.184.290","Appendiceal Neoplasms","1"
"C16.131.240.850.750.125","Arteriovenous Fistula","0"
"C20.543.480.680.085","Aspergillosis, Allergic Bronchopulmonary","2"
"C16.320.080","Ataxia Telangiectasia","65"
"C22.131.094","Avian Leukosis","0"
"C22.131.800","Sarcoma, Avian","0"
"C05.116.099.105","Basal Cell Nevus Syndrome","1"
"C17.800.827.368.250","Behcet Syndrome","38"
"C23.300.175.850.875","Urinary Bladder Calculi","0"
"C16.131.939.132","Bladder Exstrophy","0"
"C23.300.575.825.250","Urinary Bladder Fistula","0"
"C13.351.968.829.707","Urinary Bladder Neoplasms","212"
"C08.730.435.395","Blastomycosis","0"
"C26.915.300.450.500","Brain Concussion","5"
"C19.391.630.705.265","Brenner Tumor","6"
"C20.683.515.761.480.150.165","Burkitt Lymphoma","137"
"C17.300.775.099.219","Caplan Syndrome","0"
"C13.351.937.820.535.160","Carcinoma, Renal Cell","339"
"C06.405.469.491.184","Cecal Neoplasms","1"
"C14.907.150.295","Intracranial Arteriovenous Malformations","0"
"C20.111.258.250.175","Diffuse Cerebral Sclerosis of Schilder","0"
"C13.351.500.711.281.201","Chancroid","1"
"C16.320.400.375.200","Charcot-Marie-Tooth Disease","23"
"C16.320.170","Cherubism","0"
"C13.351.500.711.281.301","Chlamydia Infections","24"
"C16.320.322.235","Hemophilia B","0"
"C07.650.500.460.185","Cleft Palate","11"
"C16.320.400.200","Cockayne Syndrome","35"
"C06.405.469.491.307.180","Colonic Neoplasms","570"
"C06.405.469.158.356.190","Colorectal Neoplasms, Hereditary Nonpolyposis","18"
"C06.301.120.250.250","Common Bile Duct Neoplasms","0"
"C17.800.838.790.810.110","Condylomata Acuminata","1"
"C11.294.354.220.250","Conjunctivitis, Inclusion","4"
"C10.551.775.250","Cranial Nerve Neoplasms","55"
"C16.131.621.906.364","Craniosynostoses","10"
"C19.874.482.281","Congenital Hypothyroidism","2"
"C06.405.469.452.269","Cryptosporidiosis","4"
"C20.543.480.343","Dermatitis, Atopic","70"
"C06.301.761.500.750","Vipoma","0"
"C16.131.077.019.500","DiGeorge Syndrome","9"
"C06.405.469.491.445","Duodenal Neoplasms","2"
"C19.700.482.311","Dwarfism, Pituitary","1"
"C16.131.666.310.309","Dysautonomia, Familial","6"
"C06.405.469.452.396","Dysentery, Amebic","1"
"C25.100.750","Dyskinesia, Drug-Induced","3"
"C17.800.838.765.210","Ecthyma","0"
"C17.800.827.250","Ectodermal Dysplasia","15"
"C17.300.200.310","Ehlers-Danlos Syndrome","5"
"C17.800.804.350.398","Ellis-Van Creveld Syndrome","0"
"C08.528.928.405","Empyema, Tuberculous","0"
"C02.782.310.340","Encephalitis, California","3"
"C10.228.140.430.520.750.300","Encephalitis, Arbovirus","36"
"C02.782.350.250.300","Encephalitis, Japanese","5"
"C02.782.350.250.450","Encephalitis, St. Louis","0"
"C02.782.310.360","Encephalitis, Tick-Borne","1"
"C10.228.140.430.520.750.450","Encephalomyelitis, Equine","5"
"C10.314.350.225.500","Leukoencephalitis, Acute Hemorrhagic","0"
"C10.228.140.430.520.750.450.600","Encephalomyelitis, Venezuelan Equine","2"
"C14.280.282.407.407","Endocarditis, Subacute Bacterial","0"
"C23.550.382.250","Eosinophilic Granuloma","0"
"C17.800.865.410","Epidermolysis Bullosa","13"
"C16.131.939.374","Epispadias","0"
"C17.800.229.329","Erythema Induratum","0"
"C20.306","Erythroblastosis, Fetal","6"
"C06.405.249.205","Esophageal Neoplasms","216"
"C16.320.700.330","Exostoses, Multiple Hereditary","1"
"C25.723.756.375","Favism","0"
"C19.246.099.968","Fetal Macrosomia","3"
"C16.320.850.250.424","Focal Dermal Hypoplasia","1"
"C16.320.400.525.500","Fragile X Syndrome","41"
"C22.196.339","Freemartinism","0"
"C18.452.660.300","Friedreich Ataxia","42"
"C18.452.132.100.435.295","Fucosidosis","0"
"C22.362.224","Furunculosis","0"
"C18.452.648.189.320","Galactosemias","2"
"C18.452.132.100.435.825.300","Gangliosidoses","10"
"C06.405.249.411.307.090.500","Gardner Syndrome","0"
"C18.452.132.100.435.825.400","Gaucher Disease","11"
"C06.689.667.500.249","Glucagonoma","4"
"C18.452.132.100.435.340","Glycogen Storage Disease Type II","26"
"C18.452.648.202.449.600","Glycogen Storage Disease Type VII","0"
"C16.320.565.861.532","Glycosuria, Renal","0"
"C16.131.260.830.835.249","Gonadal Dysgenesis, Mixed","0"
"C16.131.939.316.096.687","Gonadal Dysgenesis, 46,XY","0"
"C13.351.500.711.281.401","Gonorrhea","1"
"C18.452.648.798.368","Gout","2"
"C01.539.800.720.360","Granuloma Inguinale","0"
"C23.550.382.968.500","Granuloma, Laryngeal","0"
"C19.344.410.398","Granulosa Cell Tumor","2"
"C16.320.400.650","Pantothenate Kinase-Associated Neurodegeneration","3"
"C16.320.565.189.355","Hartnup Disease","0"
"C23.888.592.763.393.341.887.432","Hearing Loss, Central","0"
"C23.550.414.913.400","Hematoma, Epidural, Cranial","0"
"C23.550.414.913.700","Hematoma, Subdural","0"
"C18.654.521.500.133.912.360","Vitamin K Deficiency Bleeding","2"
"C22.467.435.442","Hepatitis, Infectious Canine","0"
"C10.574.500.487","Hepatolenticular Degeneration","12"
"C23.888.592.979.550","Hoarseness","0"
"C18.452.132.100.365","Homocystinuria","5"
"C16.320.400.430","Huntington Disease","118"
"C18.452.648.618.544","Hypophosphatemia, Familial","8"
"C06.405.469.491.501","Ileal Neoplasms","1"
"C15.378.147.780.490.512","Immunoproliferative Small Intestinal Disease","0"
"C17.800.838.765.770.360","Impetigo","0"
"C17.800.804.580","Incontinentia Pigmenti","17"
"C06.689.667.249.500","Insulinoma","7"
"C06.689.667.249","Adenoma, Islet Cell","15"
"C16.131.621.207.540.460","Jaw Abnormalities","15"
"C06.405.469.600.523","Jejunal Neoplasms","0"
"C14.240.400.280.500","Kartagener Syndrome","1"
"C11.590.472.250.500","Kearns-Sayre Syndrome","6"
"C11.294.354.450","Keratoconjunctivitis, Infectious","0"
"C20.306.502","Kernicterus","4"
"C13.351.968.967.249.500","Kidney Calculi","3"
"C13.351.968.419.473","Kidney Neoplasms","439"
"C16.320.565.189.540","Menkes Kinky Hair Syndrome","8"
"C16.320.180.830.835.500","Klinefelter Syndrome","7"
"C09.647.481","Laryngeal Neoplasms","23"
"C18.452.648.189.412","Leigh Disease","21"
"C16.320.565.189.425","Lesch-Nyhan Syndrome","1"
"C16.320.565.189.362.500","Leukodystrophy, Globoid Cell","0"
"C16.320.565.189.362.550","Leukodystrophy, Metachromatic","6"
"C10.228.140.430.520.750.500","Leukoencephalopathy, Progressive Multifocal","3"
"C12.758.409.937.500.249","Leydig Cell Tumor","0"
"C18.452.648.595.600.640","Mucopolysaccharidosis I","2"
"C06.552.664.642","Liver Abscess, Amebic","0"
"C13.351.500.711.281.301.490","Lymphogranuloma Venereum","0"
"C15.604.515.925","Waldenstrom Macroglobulinemia","13"
"C01.703.295.522","Mycetoma","0"
"C07.320.515.583","Mandibular Neoplasms","0"
"C18.452.648.100.608","Maple Syrup Urine Disease","1"
"C22.131.546","Marek Disease","0"
"C16.131.240.400.720","Marfan Syndrome","7"
"C07.320.515.601","Maxillary Neoplasms","0"
"C09.603.669.693.575","Maxillary Sinus Neoplasms","2"
"C06.405.205.282.750.750","Meckel Diverticulum","0"
"C16.614.580","Meconium Aspiration Syndrome","0"
"C04.557.580.625.600.380.515","Medulloblastoma","126"
"C19.391.630.705.531","Meigs Syndrome","0"
"C16.131.621.207.540.460.457","Micrognathism","2"
"C14.907.253.560.200.737","Moyamoya Disease","4"
"C16.320.565.595.554.590","Mucolipidoses","12"
"C18.452.648.595.600","Mucopolysaccharidoses","10"
"C18.452.648.595.600.650","Mucopolysaccharidosis III","5"
"C18.452.648.595.600.655","Mucopolysaccharidosis IV","0"
"C18.452.648.595.600.670","Mucopolysaccharidosis VI","0"
"C20.683.515.845","Multiple Myeloma","410"
"C10.228.854.525.553","Myelitis, Transverse","1"
"C10.668.491.606.750","Myotonic Dystrophy","30"
"C09.775.350.650","Nasopharyngeal Neoplasms","59"
"C09.775.649.500","Nasopharyngitis","6"
"C19.344.400","Multiple Endocrine Neoplasia","12"
"C16.131.939.742","Nephritis, Hereditary","1"
"C12.777.419.473.585","Wilms Tumor","66"
"C10.668.829.675","Neurofibromatosis 1","23"
"C04.588.614.596.240.015","Neuroma, Acoustic","31"
"C10.314.350.800","Neuromyelitis Optica","1"
"C18.452.648.398.641.509","Neuronal Ceroid-Lipofuscinoses","3"
"C16.320.400.415","Hereditary Sensory and Autonomic Neuropathies","7"
"C16.320.565.595.554.825.700","Niemann-Pick Diseases","4"
"C16.131.621.207.690","Noonan Syndrome","1"
"C08.785.600","Nose Neoplasms","12"
"C16.320.322.750","Oculocerebrorenal Syndrome","13"
"C10.228.854.787.750","Olivopontocerebellar Atrophies","2"
"C11.294.354.220.625","Ophthalmia Neonatorum","0"
"C11.675.659","Orbital Neoplasms","0"
"C16.131.621.207.700","Orofaciodigital Syndromes","0"
"C19.391.630.705","Ovarian Neoplasms","704"
"C07.320.515.692","Palatal Neoplasms","0"
"C19.344.421","Pancreatic Neoplasms","468"
"C11.294.354.900.675","Panophthalmitis","0"
"C09.603.669.693","Paranasal Sinus Neoplasms","8"
"C18.452.648.100.766","Phenylketonurias","25"
"C16.131.621.207.540.460.606","Pierre Robin Syndrome","1"
"C10.228.140.211.788","Pinealoma","4"
"C17.800.838.765.630","Pinta","0"
"C10.228.140.617.738.675","Pituitary Neoplasms","37"
"C08.730.435.700","Pneumonia, Pneumocystis","0"
"C17.800.827.775","Rothmund-Thomson Syndrome","1"
"C16.131.621.906.819.756","Poland Syndrome","0"
"C06.405.249.411.307.090","Adenomatous Polyposis Coli","107"
"C18.654.726.500.740","Prader-Willi Syndrome","15"
"C06.405.469.860.622.790","Proctocolitis","0"
"C07.320.610.655","Prognathism","0"
"C18.452.648.618.815","Pseudohypoparathyroidism","0"
"C18.452.648.618.815.815","Pseudopseudohypoparathyroidism","0"
"C17.300.766","Pseudoxanthoma Elasticum","1"
"C23.888.885.687.250","Purpura, Hyperglobulinemic","0"
"C23.550.414.950.375","Purpura, Schoenlein-Henoch","9"
"C23.888.885.687.687","Purpura, Thrombocytopenic","15"
"C23.888.885.687.687.680","Purpura, Thrombotic Thrombocytopenic","4"
"C07.465.714.306.820","Radicular Cyst","0"
"C06.405.469.860.180.500","Rectal Neoplasms","56"
"C23.300.575.185.550.600.650","Rectovaginal Fistula","0"
"C16.131.666.300.780","Refsum Disease","1"
"C18.452.174.845.750","Chronic Kidney Disease-Mineral and Bone Disorder","1"
"C11.270.862","Retinoblastoma","120"
"C08.730.702","Rhinoscleroma","0"
"C06.552.380.315.430.812","Rift Valley Fever","1"
"C16.131.260.790","Rubinstein-Taybi Syndrome","0"
"C18.452.132.100.435.825.300.300.249","Sandhoff Disease","4"
"C16.131.240.850.937","Scimitar Syndrome","0"
"C16.320.565.595.554.825.775","Sea-Blue Histiocyte Syndrome","0"
"C12.758.409.937.500.500","Sertoli Cell Tumor","0"
"C20.683.515.920","Sezary Syndrome","20"
"C14.907.514.741","Shy-Drager Syndrome","0"
"C23.550.073.425.440","Sick Sinus Syndrome","5"
"C06.405.469.158.850.850","Sigmoid Neoplasms","1"
"C08.730.939.669","Silicotuberculosis","0"
"C17.300.775.099.774","Sjogren's Syndrome","29"
"C06.301.761.500.500","Somatostatinoma","0"
"C18.452.132.100.435.825","Sphingolipidoses","43"
"C20.543.206.380.900","Stevens-Johnson Syndrome","3"
"C22.674.377.840","Strongyle Infections, Equine","0"
"C10.228.140.430.520.750.600","Subacute Sclerosing Panencephalitis","3"
"C10.597.622.447.690","Supranuclear Palsy, Progressive","7"
"C16.131.621.906.819","Syndactyly","14"
"C12.294.668.281.859","Syphilis","1"
"C17.800.838.765.790","Syphilis, Cutaneous","0"
"C18.452.132.100.435.825.300.300.500","Tay-Sachs Disease","2"
"C14.907.940.907.700","Giant Cell Arteritis","1"
"C07.678","Temporomandibular Joint Disorders","1"
"C07.320.610.291.897.897","Temporomandibular Joint Dysfunction Syndrome","0"
"C19.391.119.096.500","Androgen-Insensitivity Syndrome","183"
"C19.344.762","Testicular Neoplasms","54"
"C16.320.240.500.500","Thanatophoric Dysplasia","0"
"C19.344.410.765","Thecoma","0"
"C22.674.710.735","Theileriasis","1"
"C23.888.885.625.500","Tinea Pedis","0"
"C23.300.575.185.250.725","Tracheoesophageal Fistula","1"
"C11.204.813","Trachoma","8"
"C22.674.710.896","Trypanosomiasis, Bovine","0"
"C10.228.614.280.915","Tuberculosis, Meningeal","86"
"C13.351.968.419.912","Tuberculosis, Renal","0"
"C10.562.850","Tuberous Sclerosis","15"
"C14.240.400.980","Turner Syndrome","8"
"C13.351.968.967.374.500","Ureteral Calculi","0"
"C13.351.968.725.676","Ureteral Neoplasms","0"
"C13.351.968.767.601","Urethral Neoplasms","5"
"C16.131.850.525.955","Velopharyngeal Insufficiency","0"
"C23.300.575.925.816","Vesicovaginal Fistula","0"
"C23.888.592.636.943","Vocal Cord Paralysis","0"
"C16.320.099.920","von Willebrand Diseases","7"
"C15.378.100.802.843","Waterhouse-Friderichsen Syndrome","0"
"C16.320.400.765","Spinal Muscular Atrophies of Childhood","17"
"C02.782.350.250.900","West Nile Fever","16"
"C16.320.322.937","Wiskott-Aldrich Syndrome","5"
"C10.597.751.941.162.625.750","Wolfram Syndrome","1"
"C17.800.621.936","Xeroderma Pigmentosum","13"
"C17.800.838.765.910","Yaws","0"
"C06.405.469.965","Zollinger-Ellison Syndrome","0"
"C14.907.137.126.372.500","Dementia, Vascular","6"
"C16.320.365.826.100.350","Hydrops Fetalis","3"
"C14.907.253.092.477.200.199","Dementia, Multi-Infarct","3"
"C19.700.734.792","Prolactinoma","12"
"C06.405.469.491.307","Colorectal Neoplasms","1540"
"C18.452.648.798.368.410","Arthritis, Gouty","0"
"C16.131.077.970","Zellweger Syndrome","6"
"C18.452.648.595.201","Cholesterol Ester Storage Disease","0"
"C18.452.648.398.641.201.500","Wolman Disease","0"
"C04.557.580.625.650.240.325","Carcinoma, Merkel Cell","21"
"C18.452.648.189.725","Pyruvate Carboxylase Deficiency Disease","29"
"C16.320.565.189.750","Pyruvate Dehydrogenase Complex Deficiency Disease","1"
"C06.689.667.500.124","Gastrinoma","2"
"C16.320.400.375","Hereditary Sensory and Motor Neuropathy","27"
"C16.320.290.564","Optic Atrophies, Hereditary","3"
"C16.320.400.375.820","Spastic Paraplegia, Hereditary","3"
"C23.550.767.877.500","Myocardial Reperfusion Injury","8"
